item_no,condition,advTYPE,model,surprisal_region2,surprisal_region3,surprisal_critical_token,surprisal_region2_PLL_word_l2r,surprisal_region3_PLL_word_l2r,surprisal_critical_token_PLL_word_l2r
33,EN_Word_order,frequency,roberta,2.7354632019996643,3.483856037259102,1.9211853742599487,2.7354632019996643,3.483856037259102,1.9211853742599487
33,FR_Word_order,frequency,roberta,12.568184852600098,2.038489431142807,10.775797843933105,12.568184852600098,2.038489431142807,10.775797843933105
34,EN_Word_order,frequency,roberta,2.9355622325092554,4.7993161883205175,2.926083564758301,9.825246374122798,4.7993161883205175,2.926083564758301
34,FR_Word_order,frequency,roberta,6.587534650636371,4.8978632017970085,6.576780796051025,17.349369941686746,4.8978632017970085,6.576780796051025
35,EN_Word_order,frequency,roberta,2.6334000639617443,1.0758723467588425,2.5830631256103516,2.6334000639617443,1.0758723467588425,2.5830631256103516
35,FR_Word_order,frequency,roberta,7.832940801978111,3.264414459466934,7.721434593200684,7.832940801978111,3.264414459466934,7.721434593200684
36,EN_Word_order,frequency,roberta,6.150023937225342,16.000335931777954,2.5411882400512695,6.150023937225342,16.000335931777954,2.5411882400512695
36,FR_Word_order,frequency,roberta,15.086560249328613,17.325595140457153,7.027149200439453,15.086560249328613,17.325595140457153,7.027149200439453
37,EN_Word_order,frequency,roberta,1.9501248598098755,3.1115978322923183,1.20143723487854,1.9501248598098755,3.1115978322923183,1.20143723487854
37,FR_Word_order,frequency,roberta,10.586627960205078,3.161131951957941,9.309048652648926,10.586627960205078,3.161131951957941,9.309048652648926
38,EN_Word_order,frequency,roberta,7.231643438339233,2.6022003265097737,4.224606990814209,7.231643438339233,2.6022003265097737,4.224606990814209
38,FR_Word_order,frequency,roberta,15.891236305236816,3.3877141047269106,9.312829971313477,15.891236305236816,3.3877141047269106,9.312829971313477
39,EN_Word_order,frequency,roberta,3.405400078743696,2.4168674796819687,3.3521969318389893,3.405400078743696,2.4168674796819687,3.3521969318389893
39,FR_Word_order,frequency,roberta,8.791478842496872,8.558254301548004,8.457537651062012,8.791478842496872,8.558254301548004,8.457537651062012
40,EN_Word_order,frequency,roberta,2.503273367881775,2.8810108304023743,2.1013307571411133,2.503273367881775,2.8810108304023743,2.1013307571411133
40,FR_Word_order,frequency,roberta,11.157937288284302,4.561415672302246,10.271913528442383,11.157937288284302,4.561415672302246,10.271913528442383
41,EN_Word_order,frequency,roberta,2.396191895008087,4.5128441751003265,1.7834793329238892,2.396191895008087,4.5128441751003265,1.7834793329238892
41,FR_Word_order,frequency,roberta,8.05602502822876,5.998378321528435,4.747925758361816,8.05602502822876,5.998378321528435,4.747925758361816
42,EN_Word_order,frequency,roberta,0.996051549911499,4.307779252529144,0.7732023596763611,0.996051549911499,4.307779252529144,0.7732023596763611
42,FR_Word_order,frequency,roberta,9.192328244447708,1.5370239317417145,8.904598236083984,9.192328244447708,1.5370239317417145,8.904598236083984
43,EN_Word_order,manner,roberta,2.217324435710907,0.8133592868689448,1.946753978729248,2.217324435710907,0.8133592868689448,1.946753978729248
43,FR_Word_order,manner,roberta,4.0092673897743225,1.1237825648859143,3.316230297088623,4.0092673897743225,1.1237825648859143,3.316230297088623
44,EN_Word_order,manner,roberta,3.9755054712295532,5.7345723593607545,2.1097829341888428,3.9755054712295532,5.7345723593607545,2.1097829341888428
44,FR_Word_order,manner,roberta,11.29432225227356,4.445493400096893,9.108508110046387,11.29432225227356,4.445493400096893,9.108508110046387
45,EN_Word_order,manner,roberta,3.6668543219566345,7.629562668502331,3.0831332206726074,3.6668543219566345,7.629562668502331,3.0831332206726074
45,FR_Word_order,manner,roberta,3.8858656883239746,8.052550641819835,2.768995761871338,3.8858656883239746,8.052550641819835,2.768995761871338
46,EN_Word_order,manner,roberta,8.045977115631104,1.9602784514427185,6.465522289276123,8.045977115631104,1.9602784514427185,6.465522289276123
46,FR_Word_order,manner,roberta,10.627689838409424,1.3366428464651108,7.5983500480651855,10.627689838409424,1.3366428464651108,7.5983500480651855
47,EN_Word_order,manner,roberta,1.4134551217425724,15.062185019254684,1.4096707105636597,10.200457020313479,15.062185019254684,1.4096707105636597
47,FR_Word_order,manner,roberta,10.371813235547052,15.34635853767395,10.367303848266602,18.280040657147765,15.34635853767395,10.367303848266602
48,EN_Word_order,manner,roberta,9.659985303878784,1.4656389970332384,9.04703426361084,9.659985303878784,1.4656389970332384,9.04703426361084
48,FR_Word_order,manner,roberta,6.061833381652832,1.6462555713951588,4.709478855133057,6.061833381652832,1.6462555713951588,4.709478855133057
49,EN_Word_order,manner,roberta,1.639917515218258,7.834728104993701,1.532762885093689,1.639917515218258,7.834728104993701,1.532762885093689
49,FR_Word_order,manner,roberta,5.68999320268631,7.811597418040037,5.414945125579834,5.68999320268631,7.811597418040037,5.414945125579834
50,EN_Word_order,manner,roberta,2.988163948059082,1.43248307898466,1.4949135780334473,2.988163948059082,6.008155713789165,1.4949135780334473
50,FR_Word_order,manner,roberta,4.3222949504852295,1.6770440296968445,1.1260783672332764,4.3222949504852295,6.636479978449643,1.1260783672332764
51,EN_Word_order,manner,roberta,9.772843837738037,7.943094372749329,4.086390495300293,9.772843837738037,7.943094372749329,4.086390495300293
51,FR_Word_order,manner,roberta,25.403565406799316,5.032725989818573,15.776000022888184,25.403565406799316,5.032725989818573,15.776000022888184
52,EN_Word_order,manner,roberta,7.499637603759766,5.715888291597366,4.73527717590332,7.499637603759766,5.715888291597366,4.73527717590332
52,FR_Word_order,manner,roberta,14.322582721710205,6.31798392534256,9.236080169677734,14.322582721710205,6.31798392534256,9.236080169677734
53,EN_Word_order,manner,roberta,4.63894248008728,6.343891769647598,2.36527419090271,4.63894248008728,6.343891769647598,2.36527419090271
53,FR_Word_order,manner,roberta,2.776286482810974,6.954689137637615,1.4631247520446777,2.776286482810974,6.954689137637615,1.4631247520446777
54,EN_Word_order,manner,roberta,7.109775722026825,4.3028329205699265,6.201002597808838,7.109775722026825,4.634354282636195,6.201002597808838
54,FR_Word_order,manner,roberta,8.630558252334595,4.306819756980985,5.406325817108154,8.630558252334595,5.076148679014295,5.406325817108154
55,EN_Word_order,manner,roberta,4.194056222215295,4.4822927438654006,4.164795398712158,4.194056222215295,11.608509647194296,4.164795398712158
55,FR_Word_order,manner,roberta,7.46658219397068,4.4609766765497625,7.322483539581299,7.46658219397068,11.302481011953205,7.322483539581299
56,EN_Word_order,manner,roberta,8.030416369438171,6.553968995809555,6.847466945648193,8.030416369438171,6.553968995809555,6.847466945648193
56,FR_Word_order,manner,roberta,15.521814346313477,9.460504055023193,10.476807594299316,15.521814346313477,9.460504055023193,10.476807594299316
57,EN_Word_order,manner,roberta,5.59471981972456,2.745464487466961,5.5333356857299805,5.59471981972456,2.745464487466961,5.5333356857299805
57,FR_Word_order,manner,roberta,16.620304584503174,2.821717821061611,10.439123153686523,16.620304584503174,2.821717821061611,10.439123153686523
58,EN_Word_order,manner,roberta,9.315195202827454,1.7719219028949738,8.76972484588623,9.315195202827454,1.7719219028949738,8.76972484588623
58,FR_Word_order,manner,roberta,11.794068574905396,2.655956968665123,9.231842041015625,11.794068574905396,2.655956968665123,9.231842041015625
59,EN_Word_order,manner,roberta,15.223302841186523,8.010040044784546,9.143375396728516,15.223302841186523,8.010040044784546,9.143375396728516
59,FR_Word_order,manner,roberta,20.489304065704346,9.60695505142212,12.922600746154785,20.489304065704346,9.60695505142212,12.922600746154785
60,EN_Word_order,manner,roberta,1.7257906626909971,0.028694342385279015,1.7087033987045288,1.7257906626909971,0.028694342385279015,1.7087033987045288
60,FR_Word_order,manner,roberta,3.5416277050971985,0.0409517171792686,2.9300482273101807,3.5416277050971985,0.0409517171792686,2.9300482273101807
61,EN_Word_order,manner,roberta,6.29714298248291,15.27408504486084,5.180493354797363,6.29714298248291,15.27408504486084,5.180493354797363
61,FR_Word_order,manner,roberta,2.8340195417404175,16.984426021575928,1.6593248844146729,2.8340195417404175,16.984426021575928,1.6593248844146729
62,EN_Word_order,manner,roberta,0.20955227222657413,3.6384493708610535,0.024288459684612462,12.576876937415363,3.6384493708610535,12.391613124873402
62,FR_Word_order,manner,roberta,0.05920543317915872,3.2261792719364166,0.0032018700730986893,7.145878918468952,3.2261792719364166,7.089875355362892
63,EN_Word_order,frequency,roberta,8.343045100569725,0.7790769338607788,8.112760543823242,8.343045100569725,0.7790769338607788,8.112760543823242
63,FR_Word_order,frequency,roberta,19.27483892440796,2.3745489716529846,16.367656707763672,19.27483892440796,2.3745489716529846,16.367656707763672
64,EN_Word_order,frequency,roberta,3.0547376573085785,0.7751305103302002,2.7685348987579346,3.0547376573085785,0.7751305103302002,2.7685348987579346
64,FR_Word_order,frequency,roberta,10.330362319946289,2.7611544895917177,9.9303617477417,10.330362319946289,2.7611544895917177,9.9303617477417
65,EN_Word_order,frequency,roberta,6.167594488710165,0.9336475655436516,6.135264873504639,6.167594488710165,0.9336475655436516,6.135264873504639
65,FR_Word_order,frequency,roberta,13.87482488155365,1.4689768701791763,11.911906242370605,13.87482488155365,1.4689768701791763,11.911906242370605
66,EN_Word_order,frequency,roberta,10.964042901992798,6.243578672409058,8.83698844909668,10.964042901992798,6.243578672409058,8.83698844909668
66,FR_Word_order,frequency,roberta,12.465173721313477,8.044147729873657,8.290068626403809,12.465173721313477,8.044147729873657,8.290068626403809
67,EN_Word_order,frequency,roberta,10.916706070303917,0.39813917875289917,10.725619316101074,10.916706070303917,0.39813917875289917,10.725619316101074
67,FR_Word_order,frequency,roberta,10.088030338287354,0.7629161402583122,9.939643859863281,10.088030338287354,0.7629161402583122,9.939643859863281
68,EN_Word_order,frequency,roberta,6.364421606063843,1.8524842262268066,3.944166421890259,6.364421606063843,1.8524842262268066,3.944166421890259
68,FR_Word_order,frequency,roberta,8.438247203826904,2.4122211933135986,4.337977886199951,8.438247203826904,2.4122211933135986,4.337977886199951
69,EN_Word_order,frequency,roberta,10.997883796691895,2.37933131295722,4.848235130310059,10.997883796691895,5.201420523226261,4.848235130310059
69,FR_Word_order,frequency,roberta,14.235897064208984,4.2734461321961135,8.778268814086914,14.235897064208984,6.91756809130311,8.778268814086914
70,EN_Word_order,frequency,roberta,3.280433651059866,5.8620980102568865,3.2288384437561035,3.280433651059866,5.8620980102568865,3.2288384437561035
70,FR_Word_order,frequency,roberta,10.321001529693604,7.254692347720265,4.010217189788818,10.321001529693604,7.254692347720265,4.010217189788818
71,EN_Word_order,frequency,roberta,15.666380047798157,4.644250705838203,14.19668960571289,15.666380047798157,4.644250705838203,14.19668960571289
71,FR_Word_order,frequency,roberta,20.292149543762207,5.340894937515259,14.65597152709961,20.292149543762207,5.340894937515259,14.65597152709961
72,EN_Word_order,frequency,roberta,9.92375422915211,5.443514466285706,9.917557716369629,11.113731224089861,5.443514466285706,9.917557716369629
72,FR_Word_order,frequency,roberta,11.102477849461138,6.913461804389954,11.038323402404785,17.409609455615282,6.913461804389954,11.038323402404785
73,EN_Word_order,frequency,roberta,5.9452972412109375,4.287844896316528,2.867015838623047,5.9452972412109375,4.287844896316528,2.867015838623047
73,FR_Word_order,frequency,roberta,17.514707565307617,6.93903660774231,11.901033401489258,17.514707565307617,6.93903660774231,11.901033401489258
74,EN_Word_order,frequency,roberta,5.104262901091715,2.596426235511899,0.12620408608927391,14.891048533463618,2.596426235511899,9.912989718461176
74,FR_Word_order,frequency,roberta,5.211181541162659,1.3907529078423977,0.4278701741277473,15.432021369415452,1.3907529078423977,10.64871000238054
75,EN_Word_order,frequency,roberta,0.022532429895363748,1.636637106537819,0.01598851941525936,13.992981125134975,1.636637106537819,8.716021089814603
75,FR_Word_order,frequency,roberta,11.66653334791772,0.7257660701870918,11.578459739685059,27.02742177993059,0.7257660701870918,18.969796180725098
76,EN_Word_order,frequency,roberta,2.0431055361405015,1.617870882153511,0.5973185831680894,14.23809152841568,1.617870882153511,12.792304575443268
76,FR_Word_order,frequency,roberta,14.367016017436981,3.7432339191436768,11.95067971944809,17.609515368938446,3.7432339191436768,15.193179070949554
77,EN_Word_order,frequency,roberta,1.044129490852356,2.1087600588798523,0.5159878134727478,1.044129490852356,2.1087600588798523,0.5159878134727478
77,FR_Word_order,frequency,roberta,7.233827531337738,3.0577850341796875,6.422741889953613,7.233827531337738,3.0577850341796875,6.422741889953613
78,EN_Word_order,frequency,roberta,5.650772258639336,1.8071584850549698,5.493223190307617,5.650772258639336,1.8071584850549698,5.493223190307617
78,FR_Word_order,frequency,roberta,15.43022871017456,2.0574548840522766,11.532391548156738,15.43022871017456,2.0574548840522766,11.532391548156738
79,EN_Word_order,frequency,roberta,11.898421883583069,4.574721245095134,10.340505599975586,11.898421883583069,4.574721245095134,10.340505599975586
79,FR_Word_order,frequency,roberta,14.061356663703918,4.731351190246642,12.578478813171387,14.061356663703918,4.731351190246642,12.578478813171387
80,EN_Word_order,frequency,roberta,3.469346315107032,1.9320427039638162,0.0013845269295416074,19.57979897118821,1.9320427039638162,16.11183718301072
80,FR_Word_order,frequency,roberta,4.180668713919658,1.6585418544709682,0.0011457227392384084,23.04218924003544,1.6585418544709682,18.86266624885502
81,EN_Word_order,frequency,roberta,7.466777920722961,0.4681885540485382,1.109620213508606,7.466777920722961,0.4681885540485382,1.109620213508606
81,FR_Word_order,frequency,roberta,14.350799083709717,4.646504163742065,7.8128252029418945,14.350799083709717,4.646504163742065,7.8128252029418945
82,EN_Word_order,frequency,roberta,12.705977439880371,2.1012593507766724,7.611847400665283,17.25337553024292,2.1012593507766724,12.159245491027832
82,FR_Word_order,frequency,roberta,16.33797836303711,2.1752020306885242,10.649681091308594,25.947148323059082,2.1752020306885242,20.258851051330566
83,EN_Word_order,manner,roberta,1.453750342130661,1.1383471470326185,0.4949372708797455,1.453750342130661,1.1383471470326185,0.4949372708797455
83,FR_Word_order,manner,roberta,9.840683162212372,2.9451537635177374,9.292566299438477,9.840683162212372,2.9451537635177374,9.292566299438477
84,EN_Word_order,manner,roberta,10.399975180625916,0.6007903623394668,9.875057220458984,10.399975180625916,0.6007903623394668,9.875057220458984
84,FR_Word_order,manner,roberta,16.862041860818863,0.5203412175178528,16.56817054748535,16.862041860818863,0.5203412175178528,16.56817054748535
85,EN_Word_order,manner,roberta,3.8719019293785095,0.053980009630322456,3.213759183883667,3.8719019293785095,0.053980009630322456,3.213759183883667
85,FR_Word_order,manner,roberta,11.164818167686462,1.7915909811854362,9.764151573181152,11.164818167686462,1.7915909811854362,9.764151573181152
86,EN_Word_order,manner,roberta,0.6865606089122593,2.5346967484802008,0.5113069196231663,7.781060852576047,2.5346967484802008,7.605807163286954
86,FR_Word_order,manner,roberta,14.55801510810852,2.1342604607343674,9.628156900405884,24.325262784957886,2.1342604607343674,19.39540457725525
87,EN_Word_order,manner,roberta,7.705552846193314,9.67219665646553,7.488205432891846,7.705552846193314,9.67219665646553,7.488205432891846
