item_no,condition,advTYPE,model,surprisal_region2,surprisal_region3,surprisal_critical_token
33,EN_Word_order,frequency,opt-125m,10.154426097869873,7.409903347492218,4.607033729553223
33,FR_Word_order,frequency,opt-125m,16.494221687316895,8.13850873708725,8.776819229125977
34,EN_Word_order,frequency,opt-125m,14.041462196968496,13.811504364013672,8.915669441223145
34,FR_Word_order,frequency,opt-125m,18.612474653869867,14.617893934249878,8.34788990020752
35,EN_Word_order,frequency,opt-125m,7.358495354652405,4.9648168087005615,6.706714630126953
35,FR_Word_order,frequency,opt-125m,12.510854721069336,8.757343471050262,9.806304931640625
36,EN_Word_order,frequency,opt-125m,15.164701461791992,14.33400011062622,9.110321044921875
36,FR_Word_order,frequency,opt-125m,18.09517002105713,18.12429428100586,7.957765579223633
37,EN_Word_order,frequency,opt-125m,10.734691143035889,6.257957935333252,7.362100124359131
37,FR_Word_order,frequency,opt-125m,15.295553207397461,12.780797362327576,6.107089042663574
38,EN_Word_order,frequency,opt-125m,14.078858852386475,9.427027225494385,8.319488525390625
38,FR_Word_order,frequency,opt-125m,17.764829635620117,12.155993223190308,9.413982391357422
39,EN_Word_order,frequency,opt-125m,9.679165363311768,8.28208613395691,7.985239028930664
39,FR_Word_order,frequency,opt-125m,13.524619102478027,13.564237833023071,8.76209545135498
40,EN_Word_order,frequency,opt-125m,10.96222972869873,8.638484954833984,6.584521293640137
40,FR_Word_order,frequency,opt-125m,16.740424156188965,9.274729490280151,9.779341697692871
41,EN_Word_order,frequency,opt-125m,7.824151039123535,10.07765018939972,4.688193321228027
41,FR_Word_order,frequency,opt-125m,13.206458806991577,10.486595869064331,9.486289024353027
42,EN_Word_order,frequency,opt-125m,10.596555709838867,8.12313836812973,5.942568778991699
42,FR_Word_order,frequency,opt-125m,16.57232093811035,5.184615790843964,9.491588592529297
43,EN_Word_order,manner,opt-125m,13.512436866760254,4.874722793698311,8.641142845153809
43,FR_Word_order,manner,opt-125m,18.38679599761963,9.855324313044548,10.986152648925781
44,EN_Word_order,manner,opt-125m,11.242643356323242,12.140501022338867,6.016078948974609
44,FR_Word_order,manner,opt-125m,19.34523582458496,11.402212619781494,13.341466903686523
45,EN_Word_order,manner,opt-125m,13.067096710205078,15.280354619026184,10.299006462097168
45,FR_Word_order,manner,opt-125m,19.029990196228027,15.726577281951904,10.689986228942871
46,EN_Word_order,manner,opt-125m,14.705626964569092,5.392062664031982,8.90017318725586
46,FR_Word_order,manner,opt-125m,18.425219535827637,6.130100727081299,9.453118324279785
47,EN_Word_order,manner,opt-125m,17.84808866493404,18.786787748336792,9.012866020202637
47,FR_Word_order,manner,opt-125m,26.74022967554629,19.417120933532715,13.451083183288574
48,EN_Word_order,manner,opt-125m,13.073215007781982,6.279105186462402,10.730210304260254
48,FR_Word_order,manner,opt-125m,16.7035493850708,8.93697214126587,9.95816421508789
49,EN_Word_order,manner,opt-125m,11.897690296173096,13.947050333023071,7.886348247528076
49,FR_Word_order,manner,opt-125m,15.67321491241455,14.752167701721191,8.095069885253906
50,EN_Word_order,manner,opt-125m,14.387558698654175,14.825047731399536,11.170035362243652
50,FR_Word_order,manner,opt-125m,21.30825424194336,15.874758243560791,10.355530738830566
51,EN_Word_order,manner,opt-125m,16.882243156433105,8.428184926509857,11.863510131835938
51,FR_Word_order,manner,opt-125m,18.908299446105957,12.286153793334961,8.902271270751953
52,EN_Word_order,manner,opt-125m,18.442403316497803,10.562926888465881,13.82494068145752
52,FR_Word_order,manner,opt-125m,23.14039897918701,11.49266242980957,12.25423812866211
53,EN_Word_order,manner,opt-125m,16.087587356567383,9.09808897972107,9.921607971191406
53,FR_Word_order,manner,opt-125m,18.37794828414917,9.456103086471558,6.688395023345947
54,EN_Word_order,manner,opt-125m,15.46088695526123,8.967767536640167,7.565455436706543
54,FR_Word_order,manner,opt-125m,19.744166374206543,10.585233747959137,10.89035415649414
55,EN_Word_order,manner,opt-125m,12.893332481384277,13.041827082633972,8.903045654296875
55,FR_Word_order,manner,opt-125m,16.492928504943848,16.951234877109528,6.469839096069336
56,EN_Word_order,manner,opt-125m,15.399816989898682,11.963416934013367,11.681407928466797
56,FR_Word_order,manner,opt-125m,18.79354190826416,11.95838189125061,12.338420867919922
57,EN_Word_order,manner,opt-125m,14.17821979522705,5.7109925746917725,13.434130668640137
57,FR_Word_order,manner,opt-125m,21.07522487640381,6.96739399433136,11.916542053222656
58,EN_Word_order,manner,opt-125m,17.08303737640381,10.406263619661331,10.013700485229492
58,FR_Word_order,manner,opt-125m,16.331615447998047,15.739587813615799,7.560915946960449
59,EN_Word_order,manner,opt-125m,17.66983652114868,11.177953720092773,12.898091316223145
59,FR_Word_order,manner,opt-125m,18.68773651123047,16.259709358215332,9.094300270080566
60,EN_Word_order,manner,opt-125m,13.084596395492554,3.9018222093582153,9.606620788574219
60,FR_Word_order,manner,opt-125m,19.2470121383667,5.782153606414795,8.74621868133545
61,EN_Word_order,manner,opt-125m,15.459461212158203,19.057137668132782,11.47500228881836
61,FR_Word_order,manner,opt-125m,18.35991859436035,19.28976273536682,4.793771743774414
62,EN_Word_order,manner,opt-125m,17.89295119047165,5.520801730453968,15.698696315288544
62,FR_Word_order,manner,opt-125m,12.482561868615448,9.79345703125,5.283281129784882
63,EN_Word_order,frequency,opt-125m,16.45519495010376,5.120803356170654,12.616613388061523
63,FR_Word_order,frequency,opt-125m,23.646855354309082,9.651029586791992,15.479735374450684
64,EN_Word_order,frequency,opt-125m,9.747448205947876,6.819320693612099,6.842234134674072
64,FR_Word_order,frequency,opt-125m,14.225595474243164,8.689351916313171,9.64904499053955
65,EN_Word_order,frequency,opt-125m,15.721166610717773,2.58805513381958,10.510311126708984
65,FR_Word_order,frequency,opt-125m,15.039092063903809,9.110648036003113,6.5480852127075195
66,EN_Word_order,frequency,opt-125m,15.734913349151611,10.737596988677979,14.078301429748535
66,FR_Word_order,frequency,opt-125m,13.776122093200684,17.083561420440674,6.536943435668945
67,EN_Word_order,frequency,opt-125m,17.900628089904785,4.163216233253479,13.480340957641602
67,FR_Word_order,frequency,opt-125m,11.739177703857422,10.41466736793518,5.050070762634277
68,EN_Word_order,frequency,opt-125m,17.079970836639404,6.651591658592224,13.610397338867188
68,FR_Word_order,frequency,opt-125m,18.247066497802734,8.306754112243652,8.626388549804688
69,EN_Word_order,frequency,opt-125m,15.799582481384277,8.957418203353882,9.169231414794922
69,FR_Word_order,frequency,opt-125m,19.460018157958984,11.446063995361328,9.056565284729004
70,EN_Word_order,frequency,opt-125m,17.53285789489746,9.087237238883972,12.850919723510742
70,FR_Word_order,frequency,opt-125m,19.72367286682129,15.632437229156494,8.657848358154297
71,EN_Word_order,frequency,opt-125m,23.887313842773438,9.311793208122253,14.954103469848633
71,FR_Word_order,frequency,opt-125m,25.346142768859863,12.392236709594727,13.004729270935059
72,EN_Word_order,frequency,opt-125m,16.256770603358746,9.90940511226654,12.009663581848145
72,FR_Word_order,frequency,opt-125m,18.512301057577133,15.787919044494629,12.869322776794434
73,EN_Word_order,frequency,opt-125m,16.603367805480957,7.611154317855835,9.729284286499023
73,FR_Word_order,frequency,opt-125m,23.346610069274902,10.320915699005127,11.887096405029297
74,EN_Word_order,frequency,opt-125m,19.97744251647964,5.4689745754003525,12.347999347839504
74,FR_Word_order,frequency,opt-125m,21.42955543845892,9.462153434753418,12.55107357352972
75,EN_Word_order,frequency,opt-125m,27.32461166381836,6.948907732963562,19.303767204284668
75,FR_Word_order,frequency,opt-125m,28.295236229896545,11.179805517196655,16.869527101516724
76,EN_Word_order,frequency,opt-125m,21.244762897491455,5.758763074874878,17.313929080963135
76,FR_Word_order,frequency,opt-125m,26.984551429748535,11.893866777420044,16.690689086914062
77,EN_Word_order,frequency,opt-125m,11.944896697998047,2.971383810043335,8.781046867370605
77,FR_Word_order,frequency,opt-125m,15.839951992034912,5.243773341178894,7.050825595855713
78,EN_Word_order,frequency,opt-125m,11.568094730377197,6.793042719364166,8.838521957397461
78,FR_Word_order,frequency,opt-125m,14.76260232925415,11.721575647592545,7.986900806427002
79,EN_Word_order,frequency,opt-125m,17.809212684631348,9.624859645962715,13.619491577148438
79,FR_Word_order,frequency,opt-125m,22.278000831604004,11.523701284080744,14.812304496765137
80,EN_Word_order,frequency,opt-125m,20.786522472742945,6.8272905349731445,14.178788269404322
80,FR_Word_order,frequency,opt-125m,25.184935569763184,9.735898971557617,14.738115310668945
81,EN_Word_order,frequency,opt-125m,15.903246879577637,3.054382801055908,8.124892234802246
81,FR_Word_order,frequency,opt-125m,17.070862770080566,3.315274238586426,8.04433822631836
82,EN_Word_order,frequency,opt-125m,22.968012176454067,7.091274976730347,17.902433715760708
82,FR_Word_order,frequency,opt-125m,25.97165685892105,7.204177260398865,17.521484434604645
83,EN_Word_order,manner,opt-125m,11.230969429016113,6.144187539815903,8.192863464355469
83,FR_Word_order,manner,opt-125m,13.957307815551758,13.16045693308115,8.24679183959961
84,EN_Word_order,manner,opt-125m,18.95431423187256,4.034244179725647,9.483277320861816
84,FR_Word_order,manner,opt-125m,25.159733772277832,6.567930698394775,15.486807823181152
85,EN_Word_order,manner,opt-125m,17.119176387786865,4.9081714153289795,11.084489822387695
85,FR_Word_order,manner,opt-125m,25.15695571899414,8.464267253875732,14.565322875976562
86,EN_Word_order,manner,opt-125m,16.826626151800156,4.2480427622795105,11.274736732244492
86,FR_Word_order,manner,opt-125m,22.60784685611725,12.5484037399292,14.336219429969788
87,EN_Word_order,manner,opt-125m,20.615123748779297,12.752333164215088,14.4633150100708
87,FR_Word_order,manner,opt-125m,22.58529758453369,17.054851531982422,12.218690872192383
88,EN_Word_order,manner,opt-125m,15.48977518081665,15.797160625457764,8.353699684143066
