item_no,condition,advTYPE,model,surprisal_region2,surprisal_region3,surprisal_critical_token,surprisal_region2_PLL_word_l2r,surprisal_region3_PLL_word_l2r,surprisal_critical_token_PLL_word_l2r
33,EN_Word_order,frequency,bert,1.0581858158111572,5.3836017325520515,0.6641773581504822,1.0581858158111572,5.3836017325520515,0.6641773581504822
33,FR_Word_order,frequency,bert,9.12372612953186,2.177127845585346,7.778082370758057,9.12372612953186,2.177127845585346,7.778082370758057
34,EN_Word_order,frequency,bert,6.528639316238696,5.775067415088415,5.451915740966797,12.912508010544116,5.775067415088415,5.451915740966797
34,FR_Word_order,frequency,bert,8.156803723228222,7.221866272389889,6.616080284118652,15.240032072913891,7.221866272389889,6.616080284118652
35,EN_Word_order,frequency,bert,5.170558780431747,4.869901716709137,4.753821849822998,5.170558780431747,4.869901716709137,4.753821849822998
35,FR_Word_order,frequency,bert,12.067917823791504,7.998767405748367,8.777338981628418,12.067917823791504,7.998767405748367,8.777338981628418
36,EN_Word_order,frequency,bert,6.497560739517212,15.48664715886116,4.021410942077637,6.497560739517212,15.48664715886116,4.021410942077637
36,FR_Word_order,frequency,bert,12.362483024597168,14.765255600214005,9.257320404052734,12.362483024597168,14.765255600214005,9.257320404052734
37,EN_Word_order,frequency,bert,2.197309285402298,6.8776838928461075,1.864480972290039,2.197309285402298,6.8776838928461075,1.864480972290039
37,FR_Word_order,frequency,bert,4.914004147052765,6.9199723564088345,4.74589729309082,4.914004147052765,6.9199723564088345,4.74589729309082
38,EN_Word_order,frequency,bert,8.19789743423462,1.714674114016816,3.897395133972168,8.19789743423462,12.27281031687744,3.897395133972168
38,FR_Word_order,frequency,bert,16.374171257019043,1.8169715385884047,11.31815242767334,16.374171257019043,12.492072434397414,11.31815242767334
39,EN_Word_order,frequency,bert,2.2173357978463173,1.5303638679906726,2.166090488433838,2.2173357978463173,1.5303638679906726,2.166090488433838
39,FR_Word_order,frequency,bert,8.796284466981888,2.5042815655469894,8.635522842407227,8.796284466981888,2.5042815655469894,8.635522842407227
40,EN_Word_order,frequency,bert,1.7673979327082634,3.7465245127677917,1.6748987436294556,1.7673979327082634,3.7465245127677917,1.6748987436294556
40,FR_Word_order,frequency,bert,9.706948727369308,4.59951639175415,9.412434577941895,9.706948727369308,4.59951639175415,9.412434577941895
41,EN_Word_order,frequency,bert,4.06019139289856,6.865137338638306,2.4453370571136475,4.06019139289856,6.865137338638306,2.4453370571136475
41,FR_Word_order,frequency,bert,9.238651275634766,8.521143853664398,3.8267736434936523,9.238651275634766,8.521143853664398,3.8267736434936523
42,EN_Word_order,frequency,bert,1.263658583164215,6.6932507157325745,0.6084391474723816,1.263658583164215,6.6932507157325745,0.6084391474723816
42,FR_Word_order,frequency,bert,10.534940332174301,2.1573235392570496,10.18065071105957,10.534940332174301,2.1573235392570496,10.18065071105957
43,EN_Word_order,manner,bert,1.4544813632965088,0.6285557370865718,1.1991097927093506,1.4544813632965088,0.6285557370865718,1.1991097927093506
43,FR_Word_order,manner,bert,4.102370321750641,0.645712741650641,3.793179750442505,4.102370321750641,0.645712741650641,3.793179750442505
44,EN_Word_order,manner,bert,6.697779178619385,5.6697972065303475,4.876918315887451,6.697779178619385,5.6697972065303475,4.876918315887451
44,FR_Word_order,manner,bert,14.535575270652771,5.812968716956675,13.113882064819336,14.535575270652771,5.812968716956675,13.113882064819336
45,EN_Word_order,manner,bert,2.505142033100128,9.984501895145513,2.0115957260131836,2.505142033100128,9.984501895145513,2.0115957260131836
45,FR_Word_order,manner,bert,7.532507419586182,9.887618235312402,6.9403533935546875,7.532507419586182,9.887618235312402,6.9403533935546875
46,EN_Word_order,manner,bert,8.273791193962097,1.287619173526764,7.327661037445068,8.273791193962097,1.287619173526764,7.327661037445068
46,FR_Word_order,manner,bert,11.0081946849823,1.337748408317566,8.887908935546875,11.0081946849823,1.337748408317566,8.887908935546875
47,EN_Word_order,manner,bert,3.995058981643524,17.186070144176483,3.9885168075561523,26.42273906758055,17.186070144176483,3.9885168075561523
47,FR_Word_order,manner,bert,8.159009764582152,17.530758917331696,8.154256820678711,32.07612300757319,17.530758917331696,8.154256820678711
48,EN_Word_order,manner,bert,12.05620002746582,2.695564951747656,9.293716430664062,12.05620002746582,2.695564951747656,9.293716430664062
48,FR_Word_order,manner,bert,8.38653039932251,2.105719592422247,5.8420515060424805,8.38653039932251,2.105719592422247,5.8420515060424805
49,EN_Word_order,manner,bert,3.790064699947834,9.459869261831045,3.6955137252807617,3.790064699947834,9.459869261831045,3.6955137252807617
49,FR_Word_order,manner,bert,7.987046718597412,8.241926833987236,7.115783214569092,7.987046718597412,8.241926833987236,7.115783214569092
50,EN_Word_order,manner,bert,9.07973861694336,4.634184046823066,6.974307060241699,9.07973861694336,17.013959646224976,6.974307060241699
50,FR_Word_order,manner,bert,9.073097229003906,5.250854700105265,7.150619983673096,9.073097229003906,17.52337145805359,7.150619983673096
51,EN_Word_order,manner,bert,6.31299090385437,9.051889538764954,3.132235288619995,6.31299090385437,9.051889538764954,3.132235288619995
51,FR_Word_order,manner,bert,15.693859100341797,8.589714050292969,13.343299865722656,15.693859100341797,8.589714050292969,13.343299865722656
52,EN_Word_order,manner,bert,11.772674560546875,4.878943532705307,7.4218430519104,11.772674560546875,4.878943532705307,7.4218430519104
52,FR_Word_order,manner,bert,17.425843238830566,5.0096932500600815,13.269938468933105,17.425843238830566,5.0096932500600815,13.269938468933105
53,EN_Word_order,manner,bert,5.897627472877502,7.910711884498596,4.212592124938965,5.897627472877502,7.910711884498596,4.212592124938965
53,FR_Word_order,manner,bert,3.3261711597442627,7.795438960194588,2.061924695968628,3.3261711597442627,7.795438960194588,2.061924695968628
54,EN_Word_order,manner,bert,8.156757593154907,6.578657954552909,5.925309658050537,8.156757593154907,12.362640857696533,5.925309658050537
54,FR_Word_order,manner,bert,7.697661876678467,7.040908841710916,4.514684200286865,7.697661876678467,13.390477180480957,4.514684200286865
55,EN_Word_order,manner,bert,3.857250466942787,2.757940530194901,3.7164840698242188,3.857250466942787,13.040566198527813,3.7164840698242188
55,FR_Word_order,manner,bert,7.854573369026184,3.3586356294108555,7.705225944519043,7.854573369026184,13.548202119767666,7.705225944519043
56,EN_Word_order,manner,bert,8.421031951904297,12.522261261940002,6.637466907501221,8.421031951904297,12.522261261940002,6.637466907501221
56,FR_Word_order,manner,bert,12.736488342285156,13.273344278335571,10.922652244567871,12.736488342285156,13.273344278335571,10.922652244567871
57,EN_Word_order,manner,bert,10.279896281659603,6.841308407485485,10.157526969909668,10.279896281659603,6.841308407485485,10.157526969909668
57,FR_Word_order,manner,bert,9.05047795176506,7.440875343978405,8.632210731506348,9.05047795176506,7.440875343978405,8.632210731506348
58,EN_Word_order,manner,bert,10.772037357091904,3.9764501452445984,10.515680313110352,10.772037357091904,3.9764501452445984,10.515680313110352
58,FR_Word_order,manner,bert,11.638607501983643,4.060725145041943,11.375723838806152,11.638607501983643,4.060725145041943,11.375723838806152
59,EN_Word_order,manner,bert,14.534348964691162,10.026678562164307,10.395401000976562,14.534348964691162,10.026678562164307,10.395401000976562
59,FR_Word_order,manner,bert,16.94067907333374,13.277177333831787,12.900628089904785,16.94067907333374,13.277177333831787,12.900628089904785
60,EN_Word_order,manner,bert,1.37254199385643,0.2846307451145549,1.2235627174377441,1.37254199385643,0.2846307451145549,1.2235627174377441
60,FR_Word_order,manner,bert,7.555114984512329,0.37040272960439324,6.510594367980957,7.555114984512329,0.37040272960439324,6.510594367980957
61,EN_Word_order,manner,bert,9.46403455734253,16.318320512771606,6.075187683105469,9.46403455734253,16.318320512771606,6.075187683105469
61,FR_Word_order,manner,bert,8.003538131713867,17.917014360427856,5.348369598388672,8.003538131713867,17.917014360427856,5.348369598388672
62,EN_Word_order,manner,bert,0.3338606178294867,2.8332730503752828,0.02286357874982059,5.823862454621121,2.8332730503752828,5.512865415541455
62,FR_Word_order,manner,bert,0.43057691492140293,2.7581876777112484,0.041730308905243874,5.493306718766689,2.7581876777112484,5.10446011275053
63,EN_Word_order,frequency,bert,6.343794047832489,3.0848543643951416,5.5858354568481445,6.343794047832489,3.0848543643951416,5.5858354568481445
63,FR_Word_order,frequency,bert,18.792272090911865,3.2029953002929688,16.499202728271484,18.792272090911865,3.2029953002929688,16.499202728271484
64,EN_Word_order,frequency,bert,4.9101011753082275,5.868289828300476,3.8810627460479736,4.9101011753082275,5.868289828300476,3.8810627460479736
64,FR_Word_order,frequency,bert,19.19779396057129,7.088202029466629,10.618301391601562,19.19779396057129,7.088202029466629,10.618301391601562
65,EN_Word_order,frequency,bert,6.855208218097687,1.933169700205326,6.254776954650879,6.855208218097687,1.933169700205326,6.254776954650879
65,FR_Word_order,frequency,bert,14.815213322639465,2.46197672188282,13.784089088439941,14.815213322639465,2.46197672188282,13.784089088439941
66,EN_Word_order,frequency,bert,10.21404092758894,6.752611875534058,10.150089263916016,10.21404092758894,6.752611875534058,10.150089263916016
66,FR_Word_order,frequency,bert,11.75432987511158,8.525890827178955,11.616910934448242,11.75432987511158,8.525890827178955,11.616910934448242
67,EN_Word_order,frequency,bert,9.644276425242424,1.5355276018381119,9.476280212402344,9.644276425242424,1.5355276018381119,9.476280212402344
67,FR_Word_order,frequency,bert,9.608812391757965,3.491134189069271,9.441271781921387,9.608812391757965,3.491134189069271,9.441271781921387
68,EN_Word_order,frequency,bert,9.298170328140259,2.8030581772327423,6.338766098022461,9.298170328140259,2.8030581772327423,6.338766098022461
68,FR_Word_order,frequency,bert,10.442174196243286,3.164625406265259,7.211297035217285,10.442174196243286,3.164625406265259,7.211297035217285
69,EN_Word_order,frequency,bert,8.836391925811768,1.444467393681407,3.7291579246520996,8.836391925811768,1.444467393681407,3.7291579246520996
69,FR_Word_order,frequency,bert,17.226083278656006,1.4939562510699034,12.727666854858398,17.226083278656006,1.4939562510699034,12.727666854858398
70,EN_Word_order,frequency,bert,4.713837265968323,11.932234048843384,3.2642805576324463,4.713837265968323,11.932234048843384,3.2642805576324463
70,FR_Word_order,frequency,bert,7.749126195907593,12.832646012306213,6.477443695068359,7.749126195907593,12.832646012306213,6.477443695068359
71,EN_Word_order,frequency,bert,12.716921299695969,5.7244477942585945,12.315244674682617,12.716921299695969,5.7244477942585945,12.315244674682617
71,FR_Word_order,frequency,bert,11.673410773277283,6.3425613939762115,10.550122261047363,11.673410773277283,6.3425613939762115,10.550122261047363
72,EN_Word_order,frequency,bert,10.555750905092282,9.770060658454895,10.436427116394043,18.380627630765957,9.770060658454895,10.436427116394043
72,FR_Word_order,frequency,bert,16.490326086917776,11.156214714050293,16.267974853515625,20.66045258466329,11.156214714050293,16.267974853515625
73,EN_Word_order,frequency,bert,15.553873062133789,5.195210576057434,4.976491928100586,15.553873062133789,5.195210576057434,4.976491928100586
73,FR_Word_order,frequency,bert,25.151124000549316,5.647787094116211,14.25741195678711,25.151124000549316,5.647787094116211,14.25741195678711
74,EN_Word_order,frequency,bert,7.353614445142739,4.031116176396608,1.5042124943065573,19.558969850950234,4.031116176396608,13.709567900114052
74,FR_Word_order,frequency,bert,14.184218648821115,3.1039141826331615,8.745447877794504,16.080061201006174,3.1039141826331615,10.641290429979563
75,EN_Word_order,frequency,bert,2.530892031500116,3.6199836134910583,0.04437580029480159,24.036738969385624,3.6199836134910583,10.396728850901127
75,FR_Word_order,frequency,bert,4.297953698784113,4.253021001815796,0.27041251957416534,35.2409208714962,4.253021001815796,15.629290908575058
76,EN_Word_order,frequency,bert,7.481288413573566,2.0246137380599976,0.0011529727471497608,36.31366178015014,2.0246137380599976,28.833526339323726
76,FR_Word_order,frequency,bert,7.310400065944123,9.256574153900146,0.08360248522512848,34.98656615497748,9.256574153900146,27.759768574258487
77,EN_Word_order,frequency,bert,4.815605998039246,1.8688285648822784,3.8938231468200684,4.815605998039246,1.8688285648822784,3.8938231468200684
77,FR_Word_order,frequency,bert,13.674606442451477,2.7507711052894592,12.126035690307617,13.674606442451477,2.7507711052894592,12.126035690307617
78,EN_Word_order,frequency,bert,4.307706117630005,3.488818062469363,4.02956485748291,4.307706117630005,3.488818062469363,4.02956485748291
78,FR_Word_order,frequency,bert,11.106903642416,2.730373090133071,10.784690856933594,11.106903642416,2.730373090133071,10.784690856933594
79,EN_Word_order,frequency,bert,12.715650536963949,5.80078897671774,6.58143136734725,18.58449409241439,5.80078897671774,12.45027492279769
79,FR_Word_order,frequency,bert,12.701397760305554,3.550913076614961,6.1857489184476435,19.60617814818397,3.550913076614961,13.090529306326061
80,EN_Word_order,frequency,bert,8.572020766492642,3.562777817249298,4.72310447430209,18.112690207715787,3.562777817249298,14.263773915525235
80,FR_Word_order,frequency,bert,12.227372765541077,3.114102840423584,4.459227204322815,25.455110907554626,3.114102840423584,17.686965346336365
81,EN_Word_order,frequency,bert,7.441918611526489,1.3024186491966248,3.7189974784851074,7.441918611526489,1.3024186491966248,3.7189974784851074
81,FR_Word_order,frequency,bert,12.731528282165527,2.2032697200775146,8.044238090515137,12.731528282165527,2.2032697200775146,8.044238090515137
82,EN_Word_order,frequency,bert,7.207628207921516,1.296284131705761,0.34087081503821537,24.209791412751656,1.296284131705761,17.343034019868355
82,FR_Word_order,frequency,bert,7.063225140795112,1.2334219999611378,0.38774858973920345,24.865192698314786,1.2334219999611378,18.189716147258878
83,EN_Word_order,manner,bert,3.5360764265060425,0.7824522536247969,1.9824228286743164,3.5360764265060425,0.7824522536247969,1.9824228286743164
83,FR_Word_order,manner,bert,9.89793312549591,2.8698224276304245,9.223111152648926,9.89793312549591,2.8698224276304245,9.223111152648926
84,EN_Word_order,manner,bert,10.702982783317566,1.2295605754479766,8.837666511535645,10.702982783317566,1.2295605754479766,8.837666511535645
84,FR_Word_order,manner,bert,17.3882395029068,3.396884799003601,15.67990493774414,17.3882395029068,3.396884799003601,15.67990493774414
85,EN_Word_order,manner,bert,4.162828028202057,0.027296534273773432,3.633840560913086,4.162828028202057,0.027296534273773432,3.633840560913086
85,FR_Word_order,manner,bert,12.639401257038116,0.012378698214888573,12.239998817443848,12.639401257038116,0.012378698214888573,12.239998817443848
86,EN_Word_order,manner,bert,3.7487867195159197,1.3261943981051445,1.7147834617644548,15.251678260043263,1.3261943981051445,13.217675002291799
86,FR_Word_order,manner,bert,18.749592304229736,1.6531486697494984,9.986026287078857,27.99625062942505,1.6531486697494984,19.23268461227417
87,EN_Word_order,manner,bert,9.048407651484013,9.785430788993835,8.952007293701172,9.048407651484013,9.785430788993835,8.952007293701172
87,FR_Word_order,manner,bert,15.214922919869423,8.804939836263657,15.075512886047363,15.214922919869423,8.804939836263657,15.075512886047363
