item_no,condition,advTYPE,model,surprisal_region2,surprisal_region3,surprisal_critical_token
33,EN_Word_order,frequency,croissantllm,10.929104786366224,5.934413015842438,5.871092319488525
33,FR_Word_order,frequency,croissantllm,16.134453810751438,6.557705402374268,10.802916526794434
34,EN_Word_order,frequency,croissantllm,13.388506234623492,15.016647722572088,7.542933464050293
34,FR_Word_order,frequency,croissantllm,20.22662698663771,14.748926028609276,11.171391487121582
35,EN_Word_order,frequency,croissantllm,7.830533424392343,4.888128399848938,6.995088577270508
35,FR_Word_order,frequency,croissantllm,15.125735226785764,5.845512270927429,9.26779842376709
36,EN_Word_order,frequency,croissantllm,13.970623970031738,12.614593584090471,8.993478775024414
36,FR_Word_order,frequency,croissantllm,17.244335174560547,13.80649609863758,8.902742385864258
37,EN_Word_order,frequency,croissantllm,9.132193088531494,5.328555941581726,5.47636604309082
37,FR_Word_order,frequency,croissantllm,12.886795997619629,5.774063169956207,5.022299766540527
38,EN_Word_order,frequency,croissantllm,14.817128968425095,10.286639042198658,8.536301922984421
38,FR_Word_order,frequency,croissantllm,21.130563974380493,12.893584676086903,10.997400522232056
39,EN_Word_order,frequency,croissantllm,9.546323895454407,5.416734218597412,7.681976795196533
39,FR_Word_order,frequency,croissantllm,15.003593921661377,9.585393190383911,10.108352661132812
40,EN_Word_order,frequency,croissantllm,11.821266450919211,6.840396344661713,8.190657615661621
40,FR_Word_order,frequency,croissantllm,17.40730735193938,8.031255781650543,11.726408004760742
41,EN_Word_order,frequency,croissantllm,8.976115703582764,7.078461766242981,5.082868576049805
41,FR_Word_order,frequency,croissantllm,13.394515752792358,8.112476468086243,9.726816177368164
42,EN_Word_order,frequency,croissantllm,11.250747203826904,6.530695259571075,5.949432373046875
42,FR_Word_order,frequency,croissantllm,17.967805862426758,4.282228589057922,8.328950881958008
43,EN_Word_order,manner,croissantllm,10.649707175791264,3.4411304593086243,7.5822983756661415
43,FR_Word_order,manner,croissantllm,18.522188864648342,3.3732958137989044,11.463144026696682
44,EN_Word_order,manner,croissantllm,11.709259986877441,10.409172058105469,6.473574638366699
44,FR_Word_order,manner,croissantllm,16.84936237335205,10.938369750976562,10.05613899230957
45,EN_Word_order,manner,croissantllm,8.860956579446793,11.234589271247387,6.500270277261734
45,FR_Word_order,manner,croissantllm,16.114013612270355,13.189429864287376,10.378849923610687
46,EN_Word_order,manner,croissantllm,14.789937788620591,6.184632062911987,9.457122594118118
46,FR_Word_order,manner,croissantllm,17.416449571028352,5.292072296142578,7.981038197875023
47,EN_Word_order,manner,croissantllm,12.69704093132168,16.904569387435913,7.772266386076808
47,FR_Word_order,manner,croissantllm,21.58730362728238,16.44537127017975,12.646395891904831
48,EN_Word_order,manner,croissantllm,16.366159476339817,4.342938542366028,13.481974638998508
48,FR_Word_order,manner,croissantllm,16.14026601612568,6.073730230331421,9.094482973217964
49,EN_Word_order,manner,croissantllm,11.195547629147768,10.937343835830688,7.941074181348085
49,FR_Word_order,manner,croissantllm,12.840455323457718,13.76216173171997,5.876759797334671
50,EN_Word_order,manner,croissantllm,13.662024181336164,10.97679504007101,10.17583767697215
50,FR_Word_order,manner,croissantllm,19.74616178870201,11.595730416476727,9.184366554021835
51,EN_Word_order,manner,croissantllm,13.697407353669405,6.321013898588717,8.625654805451632
51,FR_Word_order,manner,croissantllm,19.127344511449337,9.387621497735381,11.675136469304562
52,EN_Word_order,manner,croissantllm,15.623465120792389,10.011529295239598,10.95245224237442
52,FR_Word_order,manner,croissantllm,24.28961354494095,12.896647767163813,11.752107441425323
53,EN_Word_order,manner,croissantllm,12.594655465334654,8.992154449224472,9.652971267700195
53,FR_Word_order,manner,croissantllm,16.196733742952347,9.291539430618286,5.908320426940918
54,EN_Word_order,manner,croissantllm,13.469597443938255,6.064899384975433,7.116433143615723
