item_no,condition,advTYPE,model,surprisal_region2,surprisal_region3,surprisal_critical_token,surprisal_region2_PLL_word_l2r,surprisal_region3_PLL_word_l2r,surprisal_critical_token_PLL_word_l2r
33,EN_Word_order,frequency,xlmr-large,2.375225806608796,7.507321834564209,2.3241686820983887,3.2242797296494246,7.507321834564209,2.3241686820983887
33,FR_Word_order,frequency,xlmr-large,9.5262669082731,6.43743035197258,9.331647872924805,10.604762380942702,6.43743035197258,9.331647872924805
34,EN_Word_order,frequency,xlmr-large,5.271062933348702,5.4513753689825535,5.265616416931152,11.996637664939044,5.4513753689825535,5.265616416931152
34,FR_Word_order,frequency,xlmr-large,8.288779786671483,5.6203686110675335,8.271553993225098,17.507240058170282,5.6203686110675335,8.271553993225098
35,EN_Word_order,frequency,xlmr-large,0.06776284668012522,0.7392207384109497,0.06683978385990486,4.671392665040912,0.7392207384109497,1.2991651067859493
35,FR_Word_order,frequency,xlmr-large,2.2801690417691134,1.360994815826416,2.279059695545584,12.112898471299559,1.360994815826416,7.980330991093069
36,EN_Word_order,frequency,xlmr-large,3.609669514000416,5.338474711345043,2.497433662414551,6.554478593170643,11.187158647924662,2.497433662414551
36,FR_Word_order,frequency,xlmr-large,7.167076908051968,5.733199592024903,6.1040940284729,8.853593610227108,11.514212310081348,6.1040940284729
37,EN_Word_order,frequency,xlmr-large,1.302685183181893,1.8487403094768524,1.0349568128585815,3.832656961574685,1.8487403094768524,1.0349568128585815
37,FR_Word_order,frequency,xlmr-large,3.022401182915928,2.0867506563663483,2.726177930831909,3.4984075417778513,2.0867506563663483,2.726177930831909
38,EN_Word_order,frequency,xlmr-large,0.6554635704960674,3.927508667111397,0.007536459481343627,3.605562085052952,3.927508667111397,1.70065664104186
38,FR_Word_order,frequency,xlmr-large,2.0824543428607285,4.328575704246759,0.8426810633391142,13.817969089839607,4.328575704246759,9.834673404693604
39,EN_Word_order,frequency,xlmr-large,2.760887361728237,1.8731171041727066,2.757596969604492,2.8131638615304837,1.8731171041727066,2.757596969604492
39,FR_Word_order,frequency,xlmr-large,4.9796464397295495,2.116374582052231,4.686596870422363,4.945197369037487,2.116374582052231,4.686596870422363
40,EN_Word_order,frequency,xlmr-large,2.0930579300038517,1.811383256688714,1.8644280433654785,2.012119665276259,7.571677813306451,1.8644280433654785
40,FR_Word_order,frequency,xlmr-large,8.975280965678394,2.625053188763559,8.801488876342773,8.959846924059093,7.889626524411142,8.801488876342773
41,EN_Word_order,frequency,xlmr-large,1.8664579912438057,4.235627420246601,1.645552635192871,2.3573974146856926,4.235627420246601,1.645552635192871
41,FR_Word_order,frequency,xlmr-large,4.144052482908592,3.721725344657898,3.6545398235321045,4.466808773344383,3.721725344657898,3.6545398235321045
42,EN_Word_order,frequency,xlmr-large,1.0884111570194364,2.1710552349686623,0.7290231585502625,0.9930788027122617,2.1710552349686623,0.7290231585502625
42,FR_Word_order,frequency,xlmr-large,5.632151737809181,1.3812060467898846,5.107357025146484,5.413312181830406,1.3812060467898846,5.107357025146484
43,EN_Word_order,manner,xlmr-large,0.9292001007124782,0.6921917451545596,0.9231179798953235,1.099467265419662,0.6921917451545596,1.0933851446025074
43,FR_Word_order,manner,xlmr-large,2.0624696203594794,0.8034986173734069,2.056848636464565,1.8598805853252998,0.8034986173734069,1.8542596014303854
44,EN_Word_order,manner,xlmr-large,3.337161749601364,1.4159344864274317,0.49428245425224304,3.337161749601364,2.793795986333862,0.49428245425224304
44,FR_Word_order,manner,xlmr-large,12.039363145828247,1.3497834944482747,8.598183631896973,12.039363145828247,3.119717552763177,8.598183631896973
45,EN_Word_order,manner,xlmr-large,1.6728959385072812,1.7072891235384304,0.8095410767709836,4.826230675331317,14.249018387499746,3.9628758135950193
